Width,Height
1.574169058964491,5.0526151601079246
9.70431270299416,0.7798654150174044
3.5070061194341364,2.539121524219632
2.1272536115083094,1.5847576294965087
4.309052302771305,2.784635006433031
4.346828703448935,2.5915366068328747
5.766361631967532,1.9463233492606105
2.603512664516544,4.2311662150293525
3.948552790602968,1.628263506953604
4.944872694602427,2.3986995374732563
2.1314968279757496,6.1104995316032085
3.2458020313040055,1.6876545553623157
5.8936053368602614,2.046363992702636
9.130418496767422,1.0107192246724181
5.405751845837489,2.06872745594794
4.219402886617017,2.2509935404308825
4.959593367801906,2.388435405724654
8.678455814240401,1.4657123985109362
7.3111915729631844,0.8936490170386533
4.371957765491458,2.657581779915535
7.452691211048174,1.2153074656689018
7.122493959531543,1.5395383735257924
9.054868325477331,1.267484212674508
8.455893187440473,0.65351029625462
3.3704039489387485,1.9851438102665342
8.330136118052899,1.347645337494395
3.570977845192633,1.9572302243545703
5.786703200466915,0.9928368085192235
1.1130148023716793,7.927139192278103
2.771517607104979,4.382870174215353
7.446663515009371,0.9795390341506889
8.277193095409807,2.09712737760056
3.830381671077293,3.21281320120692
4.89497257005886,1.8552252371340137
9.880062343739029,1.0256703399512488
8.690929383949848,1.0006786399654815
9.602134822252012,1.376812486609589
6.458930538617645,1.3215682743440598
9.091895189001942,1.3685816168625782
7.906321437897545,0.5707333299911591
4.1692185708641,2.373719577226138
7.0095801635500266,1.3515729894320334
5.167220025412461,2.1977685906160493
6.588514985831227,1.2780621815268232
7.302581137153243,1.265862257572418
3.7681337004749667,4.169631149361332
5.163660522937837,1.6793745066954862
5.805189351020609,1.5528588080357366
7.585588294763313,0.5751840708211718
6.376972964841459,0.9103161357634227
9.155967099954573,1.3358715889782
9.288965643382875,1.12427705707311
4.170170369561696,2.4968506953216463
9.680414925180257,0.8932319903681124
8.714546134438795,0.9908897188064365
4.904129291234918,3.4360955091242245
1.2049571396004486,10.270321787927088
1.2463525266087543,9.420756513385472
8.847763154487179,1.02422229451665
8.536408668188615,1.3601305131538834
2.673884194633396,0.9734506151804871
1.2115302937643078,2.1353516152237013
9.979271388414864,1.4295757650697083
9.88415430702027,0.6224825531410563
5.986572938346333,1.8844168713186973
7.090911883238602,1.7372265485962177
9.103019331743987,1.195280420879771
6.609538564684981,2.154369383129246
5.5478450690215615,2.2713693586928874
1.4601837013679673,5.491602190992371
9.313483607655627,0.6782893008130464
3.6645573132741833,3.3338333917653653
9.737742819188565,1.1666192781221012
6.9338702854559084,1.4259667786859025
2.1620926846338486,4.739882803042641
3.320387067893461,1.3802356078314657
4.657700664853097,2.3056030288551574
2.61199984934666,2.5766410164041007
4.7293265259970365,1.2082835167675907
3.6274896066308107,1.7313453674917643
7.152662912025744,1.0450781723585156
6.703970400096499,0.8584164512296925
3.50927039942754,2.2895537384402656
7.256783326109254,2.053063140454246
4.626278832782118,2.6860608185780577
8.758214865177203,1.3552707317679327
8.372597792342047,1.4108133757281842
8.9885161263617,0.2686409392257682
9.680591503731849,1.4371512189199718
4.61433770119306,2.812274215741624
4.545335441439935,1.649360687163765
1.963304976306199,6.683845896904359
3.2413432148898864,2.7208219184332076
6.728739454894253,1.9374431515757427
5.480805688361356,2.4400278573824683
8.293155643212755,1.5104553420932083
3.0074348619734383,3.499798413095491
1.4804125563746626,6.88659706628426
8.346163418978714,0.6621712332563332
4.563628258590026,2.1053869582905547
4.8157310474678585,1.8219643100730623
3.4314575178670896,2.431036121021003
3.837159343459078,3.2935685738571503
7.953517808121927,1.1412050585226519
9.913086722785437,1.1374447960160745
5.110585685217541,1.1693998918827644
1.8764826835331583,5.493332657417348
5.681293931984721,2.131348262372565
2.213213306797383,4.5158738240327265
8.034324953277451,0.9798506322384425
4.458048818152083,1.6681195296070253
5.733499045269745,1.0669488940278453
1.7071293794231295,5.54763473542657
6.656474447297985,1.8339139942198017
2.2181004373039346,5.339362615362197
5.164453417664069,2.6804897292323244
1.4446649361506188,6.675285922580493
8.491919371027643,1.205396422204653
2.0013045504029505,6.160136368384973
5.0635257988562135,2.389957941533072
1.3097597095908722,6.88710995128217
2.366266130893275,2.8425262829866065
2.440200880143078,5.323182905989793
9.642604780267426,1.14452409350351
1.1862873865509433,11.500975145737746
1.7893324000754056,3.9829613604635394
8.406009860839644,1.267511636885375
